MAC_Address,Time,Building
0004B4,2015-09-25 00:01:34,Hunter
0003AF,2015-09-25 00:01:34,Hetzel
00A275,2015-09-25 00:01:35,Randall
000E33,2015-09-25 00:01:36,Lord
001EC2,2015-09-25 00:01:36,Babcock
0010C4,2015-09-25 00:01:37,Gables South
000588,2015-09-25 00:01:37,Peterson
006440,2015-09-25 00:01:38,Jessie Doe
000C46,2015-09-25 00:01:39,Devine
003875,2015-09-25 00:01:40,Sawyer
00067A,2015-09-25 00:01:40,Christensen
000FB7,2015-09-25 00:01:41,Devine
0013C9,2015-09-25 00:01:41,Peterson
008BB9,2015-09-25 00:01:43,Haaland
00662A,2015-09-25 00:01:43,Williamson
0005BF,2015-09-25 00:01:43,Devine
002117,2015-09-25 00:01:43,Devine
0021F5,2015-09-25 00:01:45,Devine
000AA2,2015-09-25 00:01:45,Congreve
004F08,2015-09-25 00:01:45,Scott
0018DC,2015-09-25 00:01:45,Randall
001E14,2015-09-25 00:01:46,Haaland
0014DB,2015-09-25 00:01:47,Stoke
0003AF,2015-09-25 00:01:47,Fairchild
0006B6,2015-09-25 00:01:48,Gibbs
00269B,2015-09-25 00:01:48,Gibbs
00A275,2015-09-25 00:01:49,Devine
0000A1,2015-09-25 00:01:51,Devine
001C99,2015-09-25 00:01:54,Devine
000964,2015-09-25 00:01:54,Devine
0010EF,2015-09-25 00:01:54,Haaland
001CB7,2015-09-25 00:01:55,Williamson
006A11,2015-09-25 00:01:55,Scott
004C6E,2015-09-25 00:01:55,Devine
0007C1,2015-09-25 00:01:55,Hitchcock
0001EF,2015-09-25 00:01:57,Devine
005081,2015-09-25 00:01:59,Gibbs
008BB7,2015-09-25 00:02:00,Devine
002F1F,2015-09-25 00:02:01,McLaughlin
000FA4,2015-09-25 00:02:01,Randall
000FCC,2015-09-25 00:02:04,Stoke
000BB5,2015-09-25 00:02:04,Christensen
004C1C,2015-09-25 00:02:04,Williamson
000528,2015-09-25 00:02:04,Devine
004D12,2015-09-25 00:02:04,Devine
000E29,2015-09-25 00:02:05,Babcock
001AD8,2015-09-25 00:02:06,Adams Tower
002F9F,2015-09-25 00:02:06,Williamson
000CE1,2015-09-25 00:02:07,Stoke
0031DF,2015-09-25 00:02:07,Peterson
005AFA,2015-09-25 00:02:08,Randall
00631F,2015-09-25 00:02:08,Hitchcock
000186,2015-09-25 00:02:09,Devine
0010B0,2015-09-25 00:02:09,Gables Building A
0021F2,2015-09-25 00:02:10,Lord
0008C7,2015-09-25 00:02:10,Devine
00393E,2015-09-25 00:02:10,Babcock
001039,2015-09-25 00:02:13,Christensen
0012C0,2015-09-25 00:02:13,Engelhardt
000964,2015-09-25 00:02:14,Engelhardt
001859,2015-09-25 00:02:14,Babcock
0002F6,2015-09-25 00:02:15,Alexander
003AEA,2015-09-25 00:02:15,Fairchild
000101,2015-09-25 00:02:15,Devine
000B2A,2015-09-25 00:02:15,Congreve
00164F,2015-09-25 00:02:17,Fairchild
0004C4,2015-09-25 00:02:17,Congreve
0067E2,2015-09-25 00:02:18,Christensen
0064D4,2015-09-25 00:02:19,Woodside
005444,2015-09-25 00:02:21,Devine
0052D6,2015-09-25 00:02:22,Stoke
0005F7,2015-09-25 00:02:22,Eaton House
000894,2015-09-25 00:02:22,Lord
000BAA,2015-09-25 00:02:24,Mills
006440,2015-09-25 00:02:25,Scott
004B93,2015-09-25 00:02:25,Randall
004EF7,2015-09-25 00:02:25,Handler
0037F5,2015-09-25 00:02:26,Stoke
0026C1,2015-09-25 00:02:27,Sawyer
00185B,2015-09-25 00:02:27,Gables Building C
001207,2015-09-25 00:02:27,Gables Building B
0032CC,2015-09-25 00:02:27,Devine
000F38,2015-09-25 00:02:28,Devine
0009A2,2015-09-25 00:02:29,Babcock
000829,2015-09-25 00:02:31,Devine
0058D2,2015-09-25 00:02:31,Engelhardt
00550D,2015-09-25 00:02:32,Devine
0012C0,2015-09-25 00:02:32,Devine
00081A,2015-09-25 00:02:32,Devine
001359,2015-09-25 00:02:33,Scott
0058B0,2015-09-25 00:02:34,Scott
0002DA,2015-09-25 00:02:34,Devine
00631F,2015-09-25 00:02:35,Engelhardt
0019F8,2015-09-25 00:02:36,Stoke
000842,2015-09-25 00:02:38,Devine
000798,2015-09-25 00:02:39,Peterson
00084B,2015-09-25 00:02:40,Stoke
004B8D,2015-09-25 00:02:40,Devine
000317,2015-09-25 00:02:43,Devine
0011F4,2015-09-25 00:02:43,Engelhardt
00A4D9,2015-09-25 00:02:45,Stoke
0008D5,2015-09-25 00:02:46,Babcock
001207,2015-09-25 00:02:47,Gables Building A
0033CF,2015-09-25 00:02:47,Babcock
0067E2,2015-09-25 00:02:48,Hubbard
0058D2,2015-09-25 00:02:49,Gibbs
006440,2015-09-25 00:02:52,Jessie Doe
00092C,2015-09-25 00:02:54,Devine
002F17,2015-09-25 00:02:55,Sawyer
000E29,2015-09-25 00:02:55,Hubbard
0011A5,2015-09-25 00:02:56,Engelhardt
002518,2015-09-25 00:02:57,Stoke
00629F,2015-09-25 00:02:57,Alexander
000B11,2015-09-25 00:02:57,Devine
0011F2,2015-09-25 00:02:59,Jessie Doe
0010EF,2015-09-25 00:03:00,Handler
000482,2015-09-25 00:03:00,Devine
001A45,2015-09-25 00:03:00,Devine
008BFF,2015-09-25 00:03:00,Stoke
00527C,2015-09-25 00:03:01,Christensen
0012C0,2015-09-25 00:03:02,Hitchcock
001F2E,2015-09-25 00:03:02,Adams Tower
00272B,2015-09-25 00:03:04,Mills
000A0C,2015-09-25 00:03:04,Fairchild
006578,2015-09-25 00:03:04,Stoke
00164F,2015-09-25 00:03:07,Mills
0002BD,2015-09-25 00:03:07,Mills
0006E2,2015-09-25 00:03:08,McLaughlin
006EDB,2015-09-25 00:03:08,Devine
004F6A,2015-09-25 00:03:10,Devine
005280,2015-09-25 00:03:12,Woodside
001207,2015-09-25 00:03:13,Gables North
0016F9,2015-09-25 00:03:15,Babcock
005D8C,2015-09-25 00:03:15,Hetzel
000F56,2015-09-25 00:03:15,Babcock
006353,2015-09-25 00:03:16,Devine
000964,2015-09-25 00:03:16,Mills
001A27,2015-09-25 00:03:17,Eaton House
001004,2015-09-25 00:03:17,Randall
00468B,2015-09-25 00:03:18,Babcock
005027,2015-09-25 00:03:18,Peterson
000414,2015-09-25 00:03:20,Haaland
003743,2015-09-25 00:03:20,Devine
0006CC,2015-09-25 00:03:20,Scott
006292,2015-09-25 00:03:20,Devine
000030,2015-09-25 00:03:21,Hetzel
0051DA,2015-09-25 00:03:21,Woodside
004FBA,2015-09-25 00:03:22,Randall
000D2D,2015-09-25 00:03:22,Hitchcock
00571A,2015-09-25 00:03:22,Mills
00095C,2015-09-25 00:03:22,Stoke
0005DE,2015-09-25 00:03:22,Stoke
002881,2015-09-25 00:03:23,Stoke
0058D2,2015-09-25 00:03:25,Mills
0010EF,2015-09-25 00:03:25,Haaland
005029,2015-09-25 00:03:25,Fairchild
001A08,2015-09-25 00:03:25,Stoke
000DEB,2015-09-25 00:03:26,Hubbard
000D7E,2015-09-25 00:03:27,Peterson
002C55,2015-09-25 00:03:27,Woodside
000798,2015-09-25 00:03:27,Handler
005D8C,2015-09-25 00:03:27,Alexander
0002BD,2015-09-25 00:03:28,Fairchild
000FF0,2015-09-25 00:03:28,Jessie Doe
0055A8,2015-09-25 00:03:29,Stoke
005168,2015-09-25 00:03:31,Devine
001D2B,2015-09-25 00:03:32,Randall
0007C1,2015-09-25 00:03:32,Devine
0011A5,2015-09-25 00:03:34,Hunter
00641F,2015-09-25 00:03:35,Devine
0009B3,2015-09-25 00:03:35,Fairchild
0003AF,2015-09-25 00:03:36,Hetzel
003C09,2015-09-25 00:03:37,Sawyer
0011F4,2015-09-25 00:03:37,Devine
008BA1,2015-09-25 00:03:37,Randall
00090E,2015-09-25 00:03:39,Williamson
004FBD,2015-09-25 00:03:40,Christensen
002DB0,2015-09-25 00:03:40,Devine
000FA4,2015-09-25 00:03:43,Devine
003378,2015-09-25 00:03:43,Devine
0002F6,2015-09-25 00:03:43,Hetzel
0011F4,2015-09-25 00:03:43,Engelhardt
001918,2015-09-25 00:03:44,Congreve
0009A5,2015-09-25 00:03:44,Stoke
000414,2015-09-25 00:03:44,Peterson
004BA1,2015-09-25 00:03:44,Randall
000894,2015-09-25 00:03:44,Jessie Doe
0002BD,2015-09-25 00:03:46,Mills
000398,2015-09-25 00:03:47,Christensen
000B09,2015-09-25 00:03:47,Williamson
001359,2015-09-25 00:03:48,Congreve
003C09,2015-09-25 00:03:48,Stoke
0005F7,2015-09-25 00:03:50,Williamson
0011F4,2015-09-25 00:03:50,Hunter
00515A,2015-09-25 00:03:51,Scott
0009A5,2015-09-25 00:03:52,Sawyer
0017E1,2015-09-25 00:03:52,Sawyer
000EC6,2015-09-25 00:03:53,Devine
005111,2015-09-25 00:03:53,Congreve
005A1D,2015-09-25 00:03:53,Christensen
000274,2015-09-25 00:03:53,Stoke
00030F,2015-09-25 00:03:55,Lord
000367,2015-09-25 00:03:55,Adams Tower
0011A0,2015-09-25 00:03:56,Mills
0010EF,2015-09-25 00:03:57,Peterson
003A81,2015-09-25 00:03:57,Sawyer
000FA2,2015-09-25 00:04:02,Hitchcock
000E29,2015-09-25 00:04:02,Randall
000E33,2015-09-25 00:04:04,Sawyer
001324,2015-09-25 00:04:05,Jessie Doe
00020F,2015-09-25 00:04:08,Williamson
0058D2,2015-09-25 00:04:08,Babcock
000194,2015-09-25 00:04:08,Williamson
0011F4,2015-09-25 00:04:09,Gibbs
000A0C,2015-09-25 00:04:09,Mills
001C1F,2015-09-25 00:04:09,Stoke
004E6D,2015-09-25 00:04:10,Devine
0011A0,2015-09-25 00:04:11,Fairchild
006B70,2015-09-25 00:04:13,Handler
00008A,2015-09-25 00:04:14,Hubbard
000B43,2015-09-25 00:04:14,Devine
00001F,2015-09-25 00:04:16,Eaton House
001247,2015-09-25 00:04:16,Williamson
0011FB,2015-09-25 00:04:16,Hitchcock
000312,2015-09-25 00:04:17,Christensen
0000A3,2015-09-25 00:04:19,Handler
001F2B,2015-09-25 00:04:19,Devine
0014BB,2015-09-25 00:04:20,Williamson
0009B2,2015-09-25 00:04:20,Gables Building A
000A0C,2015-09-25 00:04:20,Fairchild
0000F6,2015-09-25 00:04:20,Stoke
0016F9,2015-09-25 00:04:21,Gibbs
00083F,2015-09-25 00:04:21,Lord
000610,2015-09-25 00:04:23,Babcock
00011F,2015-09-25 00:04:23,Mills
006532,2015-09-25 00:04:23,Handler
001588,2015-09-25 00:04:25,Christensen
000F94,2015-09-25 00:04:26,Fairchild
00653A,2015-09-25 00:04:27,Randall
001D08,2015-09-25 00:04:27,Stoke
00001F,2015-09-25 00:04:27,Haaland
00393E,2015-09-25 00:04:30,Gibbs
000F90,2015-09-25 00:04:30,Fairchild
0073A4,2015-09-25 00:04:30,Stoke
0018A9,2015-09-25 00:04:31,Gables North
001702,2015-09-25 00:04:32,Haaland
000EE7,2015-09-25 00:04:32,Alexander
00008A,2015-09-25 00:04:34,Christensen
0023FB,2015-09-25 00:04:34,Scott
000B7B,2015-09-25 00:04:36,Sawyer
002E04,2015-09-25 00:04:39,Stoke
0005C5,2015-09-25 00:04:40,Devine
00147D,2015-09-25 00:04:41,Handler
00156F,2015-09-25 00:04:42,Handler
006360,2015-09-25 00:04:44,Sawyer
003707,2015-09-25 00:04:44,Randall
0009A5,2015-09-25 00:04:45,Stoke
001F2B,2015-09-25 00:04:45,Randall
001133,2015-09-25 00:04:46,Devine
0010F5,2015-09-25 00:04:46,Hall House
003A81,2015-09-25 00:04:46,Scott
000092,2015-09-25 00:04:47,Lord
0010B0,2015-09-25 00:04:47,Gables Building C
000F90,2015-09-25 00:04:49,Hetzel
00021C,2015-09-25 00:04:50,Stoke
00011F,2015-09-25 00:04:50,Alexander
002343,2015-09-25 00:04:52,Gables Building A
000750,2015-09-25 00:04:53,Hitchcock
0011F4,2015-09-25 00:04:53,Hitchcock
0016C5,2015-09-25 00:04:53,Parsons
005C23,2015-09-25 00:04:55,Stoke
000572,2015-09-25 00:04:55,Stillings
00040D,2015-09-25 00:04:56,Holloway Commons
00071B,2015-09-25 00:04:56,Memorial Union
0015F4,2015-09-25 00:04:56,Pettee
000E21,2015-09-25 00:04:56,Parsons
001260,2015-09-25 00:04:56,Hall House
001D2B,2015-09-25 00:04:57,Hitchcock
002C0D,2015-09-25 00:04:57,Pettee
00472B,2015-09-25 00:04:57,Pettee
00075B,2015-09-25 00:04:58,Christensen
004CA2,2015-09-25 00:04:58,Philbrook
000F90,2015-09-25 00:04:59,Fairchild
004BA1,2015-09-25 00:04:59,Hitchcock
00098C,2015-09-25 00:04:59,Dimond Library
00068F,2015-09-25 00:04:59,Paul Creative Arts
001131,2015-09-25 00:04:59,Parsons
000D0B,2015-09-25 00:04:59,Holloway Commons
00159A,2015-09-25 00:04:59,Woodside
004FDE,2015-09-25 00:04:59,Babcock
001AB5,2015-09-25 00:04:59,Holloway Commons
000E4F,2015-09-25 00:04:59,Hitchcock
001AB5,2015-09-25 00:04:59,Parsons
005A26,2015-09-25 00:05:00,Mills
00393E,2015-09-25 00:05:01,Hitchcock
001AD2,2015-09-25 00:05:01,Murkland
0013BD,2015-09-25 00:05:02,Kingsbury
003F1E,2015-09-25 00:05:02,Huddleston
0073CD,2015-09-25 00:05:02,New Hampshire
00327A,2015-09-25 00:05:02,Hetzel
003709,2015-09-25 00:05:02,Stoke
005733,2015-09-25 00:05:02,Hitchcock
002DB6,2015-09-25 00:05:03,Paul Creative Arts
002679,2015-09-25 00:05:04,Engelhardt
0006B4,2015-09-25 00:05:04,Philbrook
00031F,2015-09-25 00:05:05,Parsons
000A07,2015-09-25 00:05:05,Parsons
002DFD,2015-09-25 00:05:05,Pettee
000B93,2015-09-25 00:05:05,Philbrook
0058B0,2015-09-25 00:05:06,Congreve
0012FA,2015-09-25 00:05:06,Mills
000393,2015-09-25 00:05:07,Handler
004051,2015-09-25 00:05:08,Thompson
003713,2015-09-25 00:05:08,New England
0028A9,2015-09-25 00:05:08,Fairchild
007121,2015-09-25 00:05:09,Gables South
002D89,2015-09-25 00:05:12,Babcock
006609,2015-09-25 00:05:13,Sawyer
003955,2015-09-25 00:05:13,Congreve
000FF8,2015-09-25 00:05:13,Williamson
000E21,2015-09-25 00:05:14,Kingsbury
001F40,2015-09-25 00:05:14,Memorial Union
0016C5,2015-09-25 00:05:14,Kingsbury
000798,2015-09-25 00:05:15,Haaland
003646,2015-09-25 00:05:15,Adams Tower
004E5B,2015-09-25 00:05:15,Stillings
001E2C,2015-09-25 00:05:15,Holloway Commons
005A4B,2015-09-25 00:05:16,Handler
0005FF,2015-09-25 00:05:16,Mills
0005C7,2015-09-25 00:05:16,Murkland
0006B6,2015-09-25 00:05:16,Pettee
006281,2015-09-25 00:05:16,Sawyer
000896,2015-09-25 00:05:17,Christensen
0063CD,2015-09-25 00:05:17,Hetzel
002928,2015-09-25 00:05:17,Murkland
0005C8,2015-09-25 00:05:17,Murkland
00009D,2015-09-25 00:05:17,Stillings
000FF8,2015-09-25 00:05:17,Christensen
0073CD,2015-09-25 00:05:18,Morrill
008BA1,2015-09-25 00:05:18,Devine
0008D5,2015-09-25 00:05:19,Handler
00830A,2015-09-25 00:05:20,Craft
000A07,2015-09-25 00:05:20,Kingsbury
00046D,2015-09-25 00:05:20,Murkland
0009D9,2015-09-25 00:05:20,Kingsbury
0003A1,2015-09-25 00:05:21,Kingsbury
001EE5,2015-09-25 00:05:21,Williamson
0032E4,2015-09-25 00:05:22,Devine
004F2D,2015-09-25 00:05:23,Philbrook
00035E,2015-09-25 00:05:23,Philbrook
001137,2015-09-25 00:05:24,Hitchcock
003AD6,2015-09-25 00:05:25,Pettee
000DEB,2015-09-25 00:05:25,Christensen
0002FA,2015-09-25 00:05:25,Christensen
004BA1,2015-09-25 00:05:25,Randall
002E04,2015-09-25 00:05:25,Sawyer
001096,2015-09-25 00:05:26,Stoke
003105,2015-09-25 00:05:26,Handler
000750,2015-09-25 00:05:26,Hunter
002D9D,2015-09-25 00:05:27,Fairchild
000FF8,2015-09-25 00:05:27,Williamson
004BA1,2015-09-25 00:05:27,Hitchcock
001773,2015-09-25 00:05:27,Fairchild
00046D,2015-09-25 00:05:28,Holloway Commons
0014AA,2015-09-25 00:05:29,Craft
00143A,2015-09-25 00:05:29,Paul
001B0F,2015-09-25 00:05:29,Holloway Commons
000A54,2015-09-25 00:05:29,Murkland
000E74,2015-09-25 00:05:29,Murkland
000086,2015-09-25 00:05:30,McConnell
008B8F,2015-09-25 00:05:31,Randall
0009C9,2015-09-25 00:05:31,Holloway Commons
00071B,2015-09-25 00:05:31,Huddleston
00071B,2015-09-25 00:05:31,Sawyer
005092,2015-09-25 00:05:32,Stoke
0018E9,2015-09-25 00:05:33,Gables South
002A22,2015-09-25 00:05:33,Williamson
000EE7,2015-09-25 00:05:34,Hetzel
001514,2015-09-25 00:05:34,Christensen
00129D,2015-09-25 00:05:34,Woodside
00073A,2015-09-25 00:05:34,Scott
003A81,2015-09-25 00:05:35,Congreve
001F79,2015-09-25 00:05:36,Pettee
00515A,2015-09-25 00:05:37,Woodside
00114A,2015-09-25 00:05:38,Paul
003A21,2015-09-25 00:05:38,Scott
00031F,2015-09-25 00:05:38,Kingsbury
00532B,2015-09-25 00:05:38,Thompson
004B59,2015-09-25 00:05:38,Paul Creative Arts
00571A,2015-09-25 00:05:39,Engelhardt
001F40,2015-09-25 00:05:39,Hitchcock
000F28,2015-09-25 00:05:40,Woodside
0002F3,2015-09-25 00:05:41,Craft
00249C,2015-09-25 00:05:41,Paul
001FB9,2015-09-25 00:05:41,Eaton House
00154B,2015-09-25 00:05:43,Paul
0013BD,2015-09-25 00:05:43,Philbrook
00130B,2015-09-25 00:05:44,Woodside
000E3C,2015-09-25 00:05:44,Gables Building A
0058E5,2015-09-25 00:05:44,Scott
005AC4,2015-09-25 00:05:44,Christensen
001AD2,2015-09-25 00:05:44,Stillings
00830A,2015-09-25 00:05:44,Stillings
004F2B,2015-09-25 00:05:45,Paul
0058C7,2015-09-25 00:05:45,Lord
0001FB,2015-09-25 00:05:46,Gables Building B
006B70,2015-09-25 00:05:46,Paul
0016F9,2015-09-25 00:05:46,Engelhardt
000099,2015-09-25 00:05:46,Stillings
001569,2015-09-25 00:05:47,Memorial Union
0010D0,2015-09-25 00:05:47,Scott
007F9A,2015-09-25 00:05:49,Randall
000686,2015-09-25 00:05:49,Williamson
006DEF,2015-09-25 00:05:50,Stoke
00193F,2015-09-25 00:05:50,Craft
0058E3,2015-09-25 00:05:51,Lord
005B56,2015-09-25 00:05:51,Hetzel
002C74,2015-09-25 00:05:52,Christensen
003C09,2015-09-25 00:05:52,Congreve
00245B,2015-09-25 00:05:53,Stoke
0033D2,2015-09-25 00:05:53,Whittemore
000E40,2015-09-25 00:05:53,Philbrook
001FC0,2015-09-25 00:05:54,Hitchcock
0067E2,2015-09-25 00:05:54,Hunter
005951,2015-09-25 00:05:54,Randall
00501B,2015-09-25 00:05:54,Fairchild
000610,2015-09-25 00:05:54,Hubbard
005065,2015-09-25 00:05:54,Alexander
000B19,2015-09-25 00:05:55,Hetzel
001E1B,2015-09-25 00:05:56,Randall
0063CD,2015-09-25 00:05:56,Fairchild
000AF0,2015-09-25 00:05:56,Craft
0015F4,2015-09-25 00:05:56,Hubbard
000750,2015-09-25 00:05:57,Hitchcock
000750,2015-09-25 00:05:57,Engelhardt
00074D,2015-09-25 00:05:58,Stoke
000F90,2015-09-25 00:05:58,Mills
001E01,2015-09-25 00:05:58,Ritzman
0000DE,2015-09-25 00:05:59,McConnell
00023F,2015-09-25 00:06:01,Gables North
00091E,2015-09-25 00:06:01,Engelhardt
0002A9,2015-09-25 00:06:01,Devine
00599F,2015-09-25 00:06:01,Handler
00156F,2015-09-25 00:06:01,Peterson
000FA9,2015-09-25 00:06:01,Babcock
00001F,2015-09-25 00:06:03,Williamson
000802,2015-09-25 00:06:03,Eaton House
0058E3,2015-09-25 00:06:04,McLaughlin
004FBA,2015-09-25 00:06:04,Hitchcock
000577,2015-09-25 00:06:05,Dairy Bar
000FFD,2015-09-25 00:06:05,Pettee
00225C,2015-09-25 00:06:06,Gables North
00251F,2015-09-25 00:06:07,Scott
003B08,2015-09-25 00:06:08,DeMeritt
002A8B,2015-09-25 00:06:08,Engelhardt
0015EE,2015-09-25 00:06:08,Gables South
001B89,2015-09-25 00:06:08,Stillings
003DD3,2015-09-25 00:06:09,Stillings
0012FA,2015-09-25 00:06:09,Engelhardt
002311,2015-09-25 00:06:11,Memorial Union
002CD4,2015-09-25 00:06:11,Congreve
000E33,2015-09-25 00:06:11,Stillings
0015F4,2015-09-25 00:06:12,Sawyer
000437,2015-09-25 00:06:12,Mills
003F1E,2015-09-25 00:06:14,Hitchcock
000A0B,2015-09-25 00:06:14,Hunter
00539B,2015-09-25 00:06:15,Stillings
0013CA,2015-09-25 00:06:16,Philbrook
000635,2015-09-25 00:06:16,Holloway Commons
0014E9,2015-09-25 00:06:16,Christensen
001B62,2015-09-25 00:06:17,Kingsbury
001773,2015-09-25 00:06:18,Mills
0003B9,2015-09-25 00:06:19,Devine
00016C,2015-09-25 00:06:20,Gables Building A
000E3C,2015-09-25 00:06:21,Gables South
003160,2015-09-25 00:06:21,Scott
0013BD,2015-09-25 00:06:22,Christensen
000ABD,2015-09-25 00:06:23,Philbrook
0014AA,2015-09-25 00:06:23,Smith
0015EE,2015-09-25 00:06:24,Gables Building B
000993,2015-09-25 00:06:24,Christensen
002E13,2015-09-25 00:06:25,Stoke
005AB0,2015-09-25 00:06:26,Handler
0006ED,2015-09-25 00:06:27,Mills
001FC0,2015-09-25 00:06:27,Gibbs
002D9D,2015-09-25 00:06:27,Hetzel
005014,2015-09-25 00:06:27,Scott
00102D,2015-09-25 00:06:27,Devine
000297,2015-09-25 00:06:28,Williamson
0008D5,2015-09-25 00:06:29,Peterson
001754,2015-09-25 00:06:32,Stoke
005CF0,2015-09-25 00:06:32,Devine
0015E6,2015-09-25 00:06:32,Mills
003766,2015-09-25 00:06:33,Gables Building C
004CA0,2015-09-25 00:06:35,Hubbard
00091E,2015-09-25 00:06:35,Devine
