MAC_Address,Time,Building
0005CB,2015-09-25 03:51:04,Engelhardt
00378B,2015-09-25 03:51:04,Gables Building C
000739,2015-09-25 03:51:08,Congreve
000635,2015-09-25 03:51:10,Christensen
00177A,2015-09-25 03:51:10,Gables Building A
001571,2015-09-25 03:51:11,Christensen
0009B5,2015-09-25 03:51:15,Stoke
0059C7,2015-09-25 03:51:16,Hubbard
000A4F,2015-09-25 03:51:18,Stoke
001EF6,2015-09-25 03:51:18,Congreve
00033A,2015-09-25 03:51:22,Christensen
00668D,2015-09-25 03:51:23,Lord
00197C,2015-09-25 03:51:24,Paul
006A12,2015-09-25 03:51:26,Devine
004FD8,2015-09-25 03:51:27,Hetzel
003875,2015-09-25 03:51:27,Stoke
0059C7,2015-09-25 03:51:27,Christensen
0014D9,2015-09-25 03:51:28,Gables North
004ED4,2015-09-25 03:51:30,Peterson
002586,2015-09-25 03:51:35,Christensen
001CCE,2015-09-25 03:51:36,Mills
0014E9,2015-09-25 03:51:41,Williamson
0004BE,2015-09-25 03:51:42,Christensen
005493,2015-09-25 03:51:45,Handler
005493,2015-09-25 03:51:45,Peterson
0059C7,2015-09-25 03:51:47,Hubbard
002586,2015-09-25 03:51:47,Hubbard
0002BA,2015-09-25 03:51:48,Conant
000D17,2015-09-25 03:51:48,Jessie Doe
002661,2015-09-25 03:51:55,Kingsbury
0011FA,2015-09-25 03:51:57,Hetzel
001251,2015-09-25 03:51:57,Gables Building A
000890,2015-09-25 03:52:00,Woodside
001FC4,2015-09-25 03:52:13,Mills
002586,2015-09-25 03:52:15,Williamson
000298,2015-09-25 03:52:17,Richardson
00522D,2015-09-25 03:52:20,Stoke
00143D,2015-09-25 03:52:23,Gables Building A
002DB3,2015-09-25 03:52:23,Fairchild
009A1F,2015-09-25 03:52:26,Christensen
002DBF,2015-09-25 03:52:27,Gables Building B
0005CB,2015-09-25 03:52:27,Hunter
000F13,2015-09-25 03:52:28,Woodside
0009B3,2015-09-25 03:52:31,Congreve
0005CB,2015-09-25 03:52:37,Engelhardt
000F94,2015-09-25 03:52:38,Alexander
001A27,2015-09-25 03:52:39,Eaton House
000B3E,2015-09-25 03:52:40,Gables Building B
001D5B,2015-09-25 03:52:40,Peterson
001105,2015-09-25 03:52:45,Woodside
003004,2015-09-25 03:52:51,Handler
001A5D,2015-09-25 03:52:56,Congreve
003354,2015-09-25 03:52:56,Woodside
001011,2015-09-25 03:52:57,Handler
003F16,2015-09-25 03:53:01,Mills
000991,2015-09-25 03:53:03,Christensen
00522F,2015-09-25 03:53:04,Christensen
0005CB,2015-09-25 03:53:08,Hitchcock
001251,2015-09-25 03:53:10,Gables North
001157,2015-09-25 03:53:10,Scott
000B3E,2015-09-25 03:53:13,Gables Building C
000E88,2015-09-25 03:53:13,Williamson
000B1A,2015-09-25 03:53:14,Gibbs
003C7D,2015-09-25 03:53:15,Mills
002058,2015-09-25 03:53:16,Lord
0001B6,2015-09-25 03:53:16,Engelhardt
000671,2015-09-25 03:53:18,Congreve
000215,2015-09-25 03:53:20,Hunter
000B1A,2015-09-25 03:53:23,Engelhardt
0005CB,2015-09-25 03:53:25,Gibbs
003133,2015-09-25 03:53:29,Gables South
000E7E,2015-09-25 03:53:31,Scott
000624,2015-09-25 03:53:31,Hubbard
000E7E,2015-09-25 03:53:36,Congreve
004B74,2015-09-25 03:53:37,Haaland
0005AE,2015-09-25 03:53:38,Devine
004E6D,2015-09-25 03:53:38,Randall
005114,2015-09-25 03:53:42,Putnam
000E0D,2015-09-25 03:53:43,Jessie Doe
001EEA,2015-09-25 03:53:45,Gables Building B
00080F,2015-09-25 03:53:48,Stoke
0058D2,2015-09-25 03:53:48,Gables Building A
00081C,2015-09-25 03:53:54,Hall House
0009BE,2015-09-25 03:53:56,Mills
0008F7,2015-09-25 03:53:57,Williamson
00506A,2015-09-25 03:53:57,Hunter
004C52,2015-09-25 03:54:01,Peterson
001182,2015-09-25 03:54:01,Stoke
000798,2015-09-25 03:54:01,Peterson
00143D,2015-09-25 03:54:01,Gables North
000905,2015-09-25 03:54:02,Randall
0026F6,2015-09-25 03:54:03,Woodside
002DB3,2015-09-25 03:54:06,Hetzel
000870,2015-09-25 03:54:11,Scott
00035C,2015-09-25 03:54:11,Handler
003A8F,2015-09-25 03:54:11,Babcock
003D09,2015-09-25 03:54:11,Adams Tower
005114,2015-09-25 03:54:13,Kingsbury
0009AD,2015-09-25 03:54:14,Hitchcock
000215,2015-09-25 03:54:15,Gibbs
00506A,2015-09-25 03:54:15,Gibbs
004C52,2015-09-25 03:54:16,Haaland
000798,2015-09-25 03:54:18,Handler
00082A,2015-09-25 03:54:20,Randall
0058D2,2015-09-25 03:54:22,Hubbard
0058C7,2015-09-25 03:54:23,Randall
002CF0,2015-09-25 03:54:23,Gables Building B
004C52,2015-09-25 03:54:25,Williamson
000ABD,2015-09-25 03:54:26,Alexander
0008F7,2015-09-25 03:54:27,Christensen
000081,2015-09-25 03:54:28,Hetzel
001707,2015-09-25 03:54:29,Congreve
00136E,2015-09-25 03:54:29,Christensen
0058D2,2015-09-25 03:54:32,Gables Building A
000870,2015-09-25 03:54:34,Stoke
000B9B,2015-09-25 03:54:37,Gibbs
00119C,2015-09-25 03:54:37,Peterson
002CF0,2015-09-25 03:54:41,Gables North
001E0D,2015-09-25 03:54:45,Engelhardt
004C2E,2015-09-25 03:54:48,Gibbs
0009C9,2015-09-25 03:54:48,Fairchild
002CF0,2015-09-25 03:54:49,Gables Building B
0014C1,2015-09-25 03:54:51,Handler
0009AD,2015-09-25 03:54:52,Gibbs
002848,2015-09-25 03:54:55,Gables Building B
002DB3,2015-09-25 03:54:57,Fairchild
004BF3,2015-09-25 03:55:00,Hetzel
001E2B,2015-09-25 03:55:00,Gables Building B
002DB3,2015-09-25 03:55:00,Hetzel
000B3E,2015-09-25 03:55:05,Gables Building B
004B50,2015-09-25 03:55:05,Haaland
000E64,2015-09-25 03:55:06,Adams Tower
004C1C,2015-09-25 03:55:06,Williamson
006267,2015-09-25 03:55:09,Hubbard
000ABD,2015-09-25 03:55:09,Mills
00068F,2015-09-25 03:55:09,Fairchild
0000E5,2015-09-25 03:55:13,Christensen
000671,2015-09-25 03:55:15,Sawyer
0018F7,2015-09-25 03:55:15,Sawyer
000081,2015-09-25 03:55:15,Alexander
001B95,2015-09-25 03:55:16,Gables Building A
00033A,2015-09-25 03:55:20,Congreve
002848,2015-09-25 03:55:21,Gables Building C
002E81,2015-09-25 03:55:22,Fairchild
002058,2015-09-25 03:55:24,McLaughlin
00180C,2015-09-25 03:55:26,Hetzel
000ABD,2015-09-25 03:55:27,Alexander
004B82,2015-09-25 03:55:33,Jessie Doe
002770,2015-09-25 03:55:33,Hetzel
0011FB,2015-09-25 03:55:38,Randall
000B3E,2015-09-25 03:55:40,Gables Building A
002CF0,2015-09-25 03:55:41,Gables North
002848,2015-09-25 03:55:43,Gables Building B
0006C7,2015-09-25 03:55:43,Stoke
005BB2,2015-09-25 03:55:44,Scott
002E81,2015-09-25 03:55:46,Mills
007B48,2015-09-25 03:55:46,Gables Building B
002848,2015-09-25 03:55:50,Gables Building A
001E89,2015-09-25 03:55:55,Gables Building A
002CF0,2015-09-25 03:55:56,Gables Building A
005079,2015-09-25 03:55:56,McLaughlin
00210E,2015-09-25 03:55:59,Fairchild
0023CD,2015-09-25 03:55:59,Gables Building A
0031DF,2015-09-25 03:55:59,Handler
001E89,2015-09-25 03:56:00,Gables South
002CF0,2015-09-25 03:56:01,Gables North
001E89,2015-09-25 03:56:02,Gables Building A
004BF3,2015-09-25 03:56:02,Mills
0004CF,2015-09-25 03:56:06,Stoke
000A4F,2015-09-25 03:56:06,Sawyer
00A2EE,2015-09-25 03:56:07,Dairy Bar
000C96,2015-09-25 03:56:08,Christensen
0013C0,2015-09-25 03:56:08,Gables Building A
000B62,2015-09-25 03:56:11,Gables Building A
00068F,2015-09-25 03:56:13,Mills
005079,2015-09-25 03:56:15,Congreve
001AA8,2015-09-25 03:56:18,Williamson
000FBC,2015-09-25 03:56:20,Scott
000B1A,2015-09-25 03:56:22,Fairchild
005079,2015-09-25 03:56:23,McLaughlin
006273,2015-09-25 03:56:23,Williamson
005060,2015-09-25 03:56:26,Hetzel
000898,2015-09-25 03:56:27,Stoke
002141,2015-09-25 03:56:29,Fairchild
005079,2015-09-25 03:56:31,Lord
0016AF,2015-09-25 03:56:40,New Hampshire
001D04,2015-09-25 03:56:41,Jessie Doe
001E89,2015-09-25 03:56:43,Gables South
001AE3,2015-09-25 03:56:44,Devine
008C44,2015-09-25 03:56:47,Jessie Doe
00033F,2015-09-25 03:56:48,Stoke
00104C,2015-09-25 03:56:51,Hitchcock
003576,2015-09-25 03:56:51,Handler
002848,2015-09-25 03:56:52,Gables South
00033F,2015-09-25 03:56:53,Devine
00A27B,2015-09-25 03:56:53,Mills
001B08,2015-09-25 03:56:53,Gables Building A
0028EC,2015-09-25 03:56:54,Gables South
000B3E,2015-09-25 03:56:55,Gables South
000A14,2015-09-25 03:56:55,Jessie Doe
00180C,2015-09-25 03:56:58,Alexander
001AE3,2015-09-25 03:56:59,Hunter
00180C,2015-09-25 03:57:09,Fairchild
000367,2015-09-25 03:57:10,Adams Tower
001AE3,2015-09-25 03:57:11,Engelhardt
004C17,2015-09-25 03:57:15,Philbrook
006308,2015-09-25 03:57:16,Babcock
00144A,2015-09-25 03:57:17,Gables South
0001FF,2015-09-25 03:57:19,Craft
000FBC,2015-09-25 03:57:23,Stoke
001E2B,2015-09-25 03:57:24,Gables Building C
001F98,2015-09-25 03:57:26,Stoke
00326C,2015-09-25 03:57:27,Stoke
00109E,2015-09-25 03:57:27,Gables North
001D35,2015-09-25 03:57:30,Devine
0016AF,2015-09-25 03:57:31,Morrill
00180C,2015-09-25 03:57:34,Mills
001D35,2015-09-25 03:57:37,Engelhardt
0003F0,2015-09-25 03:57:40,Philbrook
00502D,2015-09-25 03:57:41,Hetzel
003103,2015-09-25 03:57:41,Woodside
005079,2015-09-25 03:57:45,McLaughlin
000F12,2015-09-25 03:57:45,Scott
004B50,2015-09-25 03:57:50,Handler
000E3A,2015-09-25 03:57:51,Gables Building A
00A806,2015-09-25 03:57:54,Mills
000FBC,2015-09-25 03:57:57,Scott
005139,2015-09-25 03:58:01,Adams Tower
002E85,2015-09-25 03:58:01,Hitchcock
001EF6,2015-09-25 03:58:03,Scott
00502D,2015-09-25 03:58:04,Fairchild
0006F6,2015-09-25 03:58:05,Devine
002F53,2015-09-25 03:58:08,Williamson
000FD9,2015-09-25 03:58:09,Congreve
002CE2,2015-09-25 03:58:10,Gables South
000E3A,2015-09-25 03:58:11,Gables Building B
00640D,2015-09-25 03:58:13,Haaland
000D86,2015-09-25 03:58:13,Congreve
000176,2015-09-25 03:58:15,Paul
00335C,2015-09-25 03:58:17,Handler
004EF6,2015-09-25 03:58:19,Jessie Doe
001182,2015-09-25 03:58:23,Lord
000E3A,2015-09-25 03:58:23,Gables Building C
0059C7,2015-09-25 03:58:25,Gibbs
000D17,2015-09-25 03:58:26,Scott
00522F,2015-09-25 03:58:28,Williamson
000F12,2015-09-25 03:58:34,Congreve
00011C,2015-09-25 03:58:40,Christensen
0018C0,2015-09-25 03:58:41,Williamson
001E34,2015-09-25 03:58:47,Holloway Commons
001B72,2015-09-25 03:58:47,Gables Building A
0004C0,2015-09-25 03:58:48,Gables Building A
0058C7,2015-09-25 03:58:49,Lord
0058EC,2015-09-25 03:58:51,Devine
0058C8,2015-09-25 03:58:51,Scott
005140,2015-09-25 03:58:53,Scott
00525D,2015-09-25 03:58:54,Gables South
0039AF,2015-09-25 03:58:55,Lord
002AF9,2015-09-25 03:58:55,Congreve
0058EC,2015-09-25 03:58:56,Engelhardt
000821,2015-09-25 03:58:56,Williamson
004C9C,2015-09-25 03:58:58,Sawyer
003C5C,2015-09-25 03:59:06,Congreve
0050B4,2015-09-25 03:59:08,Fairchild
00033A,2015-09-25 03:59:08,Stoke
00522F,2015-09-25 03:59:09,Eaton House
000ABD,2015-09-25 03:59:12,Hitchcock
003875,2015-09-25 03:59:15,Sawyer
001B0F,2015-09-25 03:59:15,Hetzel
000D30,2015-09-25 03:59:16,Christensen
004C9C,2015-09-25 03:59:16,Stoke
0059C7,2015-09-25 03:59:17,Hunter
0009C9,2015-09-25 03:59:23,Sawyer
00033A,2015-09-25 03:59:24,Sawyer
00104C,2015-09-25 03:59:24,Devine
000E07,2015-09-25 03:59:27,Stoke
001D35,2015-09-25 03:59:30,Alexander
0013C0,2015-09-25 03:59:37,Gables Building B
00068F,2015-09-25 03:59:38,Gibbs
000A3B,2015-09-25 03:59:42,Congreve
000FBB,2015-09-25 03:59:49,Sawyer
0002D3,2015-09-25 03:59:49,Christensen
0017D2,2015-09-25 03:59:56,Congreve
000F0E,2015-09-25 03:59:56,Fairchild
000AA2,2015-09-25 03:59:57,Fairchild
00522F,2015-09-25 03:59:59,Richardson
002DEF,2015-09-25 04:00:00,McConnell
0027F4,2015-09-25 04:00:00,Stoke
0002F3,2015-09-25 04:00:02,Congreve
001B72,2015-09-25 04:00:04,Gables North
001392,2015-09-25 04:00:06,Gables Building A
000AEC,2015-09-25 04:00:08,Handler
0004C0,2015-09-25 04:00:10,Handler
000112,2015-09-25 04:00:10,Fairchild
0009B4,2015-09-25 04:00:10,Engelhardt
0050B4,2015-09-25 04:00:13,Hetzel
001C56,2015-09-25 04:00:15,Christensen
001B72,2015-09-25 04:00:15,Gables Building A
001D35,2015-09-25 04:00:19,Hetzel
0013C0,2015-09-25 04:00:23,Gables Building A
001B72,2015-09-25 04:00:24,Gables North
001F22,2015-09-25 04:00:26,Stoke
0013C0,2015-09-25 04:00:27,Gables Building B
0011D0,2015-09-25 04:00:36,Alexander
0013C0,2015-09-25 04:00:41,Gables Building A
002DEF,2015-09-25 04:00:41,Hitchcock
0009B5,2015-09-25 04:00:42,Jessie Doe
000660,2015-09-25 04:00:44,McLaughlin
005A69,2015-09-25 04:00:44,Devine
001502,2015-09-25 04:00:56,Gables North
000112,2015-09-25 04:00:56,Mills
0058EC,2015-09-25 04:00:56,Devine
003C95,2015-09-25 04:00:59,Woodman
0011D0,2015-09-25 04:01:00,Hetzel
004C17,2015-09-25 04:01:02,Williamson
000660,2015-09-25 04:01:04,Congreve
002A75,2015-09-25 04:01:09,Randall
004E38,2015-09-25 04:01:10,Williamson
00153B,2015-09-25 04:01:11,Holloway Commons
004F21,2015-09-25 04:01:13,Williamson
001AE3,2015-09-25 04:01:15,Alexander
00210D,2015-09-25 04:01:19,Congreve
005114,2015-09-25 04:01:20,Dairy Bar
000AEC,2015-09-25 04:01:21,Peterson
000E07,2015-09-25 04:01:23,Congreve
008B8F,2015-09-25 04:01:25,Randall
001D35,2015-09-25 04:01:27,Alexander
00326C,2015-09-25 04:01:28,Mills
001502,2015-09-25 04:01:38,Gables Building B
0062C5,2015-09-25 04:01:41,Hubbard
003290,2015-09-25 04:01:43,Fairchild
003C95,2015-09-25 04:01:48,Rudman
00000D,2015-09-25 04:01:50,Babcock
000C10,2015-09-25 04:01:52,Stoke
006F84,2015-09-25 04:01:52,Williamson
0002AC,2015-09-25 04:01:53,Mills
0034E8,2015-09-25 04:01:56,Hetzel
003C95,2015-09-25 04:01:56,Woodman
000AEC,2015-09-25 04:01:57,Handler
005079,2015-09-25 04:01:57,Stoke
004E38,2015-09-25 04:01:57,Christensen
001E89,2015-09-25 04:02:00,Gables Building A
002CF0,2015-09-25 04:02:01,Woodside
004447,2015-09-25 04:02:02,Hitchcock
002A09,2015-09-25 04:02:05,Christensen
00000D,2015-09-25 04:02:08,Hubbard
001326,2015-09-25 04:02:08,Paul
000B3E,2015-09-25 04:02:11,Gables Building A
003694,2015-09-25 04:02:11,Congreve
001C3B,2015-09-25 04:02:12,Gables South
006267,2015-09-25 04:02:15,Hetzel
001EEA,2015-09-25 04:02:18,Gables Building A
0026C7,2015-09-25 04:02:22,Williamson
000B3E,2015-09-25 04:02:24,Gables Building B
0027AF,2015-09-25 04:02:26,Fairchild
00193F,2015-09-25 04:02:27,Fairchild
00071B,2015-09-25 04:02:28,Devine
0002AC,2015-09-25 04:02:29,Gibbs
0018A2,2015-09-25 04:02:30,Gables Building A
002586,2015-09-25 04:02:34,Stoke
0018A2,2015-09-25 04:02:35,Gables Building B
0031DF,2015-09-25 04:02:41,Congreve
00502D,2015-09-25 04:02:41,Sawyer
0018A2,2015-09-25 04:02:41,Gables Building A
00071B,2015-09-25 04:02:42,Engelhardt
00035C,2015-09-25 04:02:44,Peterson
003C95,2015-09-25 04:02:44,Rudman
001B0F,2015-09-25 04:02:44,Fairchild
000AEC,2015-09-25 04:02:44,Haaland
000B62,2015-09-25 04:02:50,Gables Building B
0002AC,2015-09-25 04:02:51,Engelhardt
006A17,2015-09-25 04:02:53,Gables Building A
0024FF,2015-09-25 04:02:56,Fairchild
0006B4,2015-09-25 04:02:58,Williamson
0063C3,2015-09-25 04:03:00,Congreve
000B62,2015-09-25 04:03:00,Gables Building A
000892,2015-09-25 04:03:00,Hetzel
00502D,2015-09-25 04:03:00,Stoke
0003A1,2015-09-25 04:03:03,Handler
000ABD,2015-09-25 04:03:07,Hubbard
000164,2015-09-25 04:03:10,Gibbs
0003FE,2015-09-25 04:03:11,Woodside
000B62,2015-09-25 04:03:12,Gables North
0034E9,2015-09-25 04:03:13,Congreve
0026C7,2015-09-25 04:03:15,Haaland
00A438,2015-09-25 04:03:15,Gables South
001C56,2015-09-25 04:03:16,Williamson
0059C7,2015-09-25 04:03:22,Alexander
003287,2015-09-25 04:03:23,Mills
000ABD,2015-09-25 04:03:24,Babcock
001E89,2015-09-25 04:03:27,Gables Building B
002DEF,2015-09-25 04:03:27,McConnell
001502,2015-09-25 04:03:27,Gables Building C
001E89,2015-09-25 04:03:29,Gables North
000AEC,2015-09-25 04:03:36,Williamson
004F47,2015-09-25 04:03:39,Philbrook
001B08,2015-09-25 04:03:45,Handler
005733,2015-09-25 04:03:45,Engelhardt
001326,2015-09-25 04:03:48,Stoke
00071B,2015-09-25 04:03:50,Mills
0002F3,2015-09-25 04:03:50,Scott
000B62,2015-09-25 04:03:52,Gables Building B
00225C,2015-09-25 04:03:53,Gables Building B
0009D9,2015-09-25 04:03:54,Handler
005733,2015-09-25 04:03:59,Gibbs
000B62,2015-09-25 04:03:59,Gables North
001E2C,2015-09-25 04:04:07,Fairchild
000256,2015-09-25 04:04:08,Stoke
0032D7,2015-09-25 04:04:09,Randall
0031DF,2015-09-25 04:04:13,Lord
0009A7,2015-09-25 04:04:14,Stoke
0002F3,2015-09-25 04:04:15,Congreve
000B93,2015-09-25 04:04:15,Williamson
0006B4,2015-09-25 04:04:18,Christensen
00502D,2015-09-25 04:04:18,Scott
00217E,2015-09-25 04:04:18,Gables Building B
001569,2015-09-25 04:04:18,Mills
000956,2015-09-25 04:04:18,Peterson
001ACA,2015-09-25 04:04:18,Peterson
0058C7,2015-09-25 04:04:19,Randall
000C9C,2015-09-25 04:04:20,Holloway Commons
004E91,2015-09-25 04:04:25,Peterson
0015F4,2015-09-25 04:04:25,Handler
006A17,2015-09-25 04:04:25,Gables South
00081C,2015-09-25 04:04:25,Williamson
0006ED,2015-09-25 04:04:25,Alexander
004044,2015-09-25 04:04:26,Gables South
000572,2015-09-25 04:04:26,Gables Building B
0058C7,2015-09-25 04:04:31,Lord
001AB5,2015-09-25 04:04:33,Mills
0002F3,2015-09-25 04:04:33,Scott
00083C,2015-09-25 04:04:34,Scott
00153B,2015-09-25 04:04:35,Murkland
005733,2015-09-25 04:04:37,Hunter
002CF7,2015-09-25 04:04:42,Gables Building B
003B55,2015-09-25 04:04:43,Stoke
000FFD,2015-09-25 04:04:44,Mills
0006B6,2015-09-25 04:04:46,Gibbs
005733,2015-09-25 04:04:50,Engelhardt
0005C8,2015-09-25 04:04:51,Congreve
00193F,2015-09-25 04:04:51,Sawyer
001238,2015-09-25 04:04:51,Mills
0009D9,2015-09-25 04:04:53,Peterson
001137,2015-09-25 04:04:53,Mills
000328,2015-09-25 04:04:54,Holloway Commons
000E74,2015-09-25 04:04:55,Congreve
0009BC,2015-09-25 04:04:57,Gables North
002928,2015-09-25 04:05:00,Scott
0003D7,2015-09-25 04:05:00,Handler
000099,2015-09-25 04:05:02,Stoke
0009C9,2015-09-25 04:05:02,Mills
004E91,2015-09-25 04:05:03,Handler
000086,2015-09-25 04:05:03,Babcock
00502D,2015-09-25 04:05:10,Congreve
000DA0,2015-09-25 04:05:13,Hall House
003F1E,2015-09-25 04:05:15,Mills
0009D9,2015-09-25 04:05:15,Handler
003F16,2015-09-25 04:05:18,Christensen
002091,2015-09-25 04:05:24,Scott
0009BC,2015-09-25 04:05:25,Gables Building A
002E47,2015-09-25 04:05:25,Gables Building C
0009D9,2015-09-25 04:05:26,Peterson
00118F,2015-09-25 04:05:27,Williamson
000E0D,2015-09-25 04:05:27,Stoke
0018A2,2015-09-25 04:05:30,Gables Building B
000577,2015-09-25 04:05:36,Gables Building C
00249C,2015-09-25 04:05:37,Stoke
00217E,2015-09-25 04:05:39,Gables North
000991,2015-09-25 04:05:40,Huddleston
0009BC,2015-09-25 04:05:41,Gables Building B
0016AF,2015-09-25 04:05:42,Dairy Bar
000DA0,2015-09-25 04:05:42,Williamson
001E0D,2015-09-25 04:05:44,Christensen
0005BA,2015-09-25 04:05:44,Christensen
0009D9,2015-09-25 04:05:45,Handler
001C75,2015-09-25 04:05:45,Christensen
0009B4,2015-09-25 04:05:47,Christensen
0009D9,2015-09-25 04:05:49,Haaland
0006ED,2015-09-25 04:05:50,Fairchild
004D98,2015-09-25 04:05:50,Gables Building B
00104C,2015-09-25 04:05:51,Hunter
007B48,2015-09-25 04:05:53,Gables South
00015A,2015-09-25 04:05:55,Jessie Doe
0009BC,2015-09-25 04:05:57,Gables North
00500C,2015-09-25 04:05:57,Engelhardt
005A6C,2015-09-25 04:05:59,Williamson
0000D4,2015-09-25 04:06:05,Paul
00015A,2015-09-25 04:06:05,Adams Tower
007167,2015-09-25 04:06:06,Gables South
00217E,2015-09-25 04:06:10,Gables Building B
00271A,2015-09-25 04:06:10,Gables North
001019,2015-09-25 04:06:11,Gables Building B
00015A,2015-09-25 04:06:12,Jessie Doe
001818,2015-09-25 04:06:13,Memorial Union
0009BC,2015-09-25 04:06:15,Gables Building A
0002E7,2015-09-25 04:06:21,Mills
000572,2015-09-25 04:06:24,Gables Building A
00000D,2015-09-25 04:06:25,Hall House
0009BC,2015-09-25 04:06:26,Gables North
001D35,2015-09-25 04:06:26,Hunter
000367,2015-09-25 04:06:26,Christensen
002F9F,2015-09-25 04:06:27,Williamson
0007B2,2015-09-25 04:06:27,Gibbs
0009BC,2015-09-25 04:06:28,Gables South
000778,2015-09-25 04:06:30,Stoke
00436E,2015-09-25 04:06:32,Dairy Bar
0058D2,2015-09-25 04:06:33,Hubbard
00104C,2015-09-25 04:06:33,Gibbs
0009BE,2015-09-25 04:06:35,Hubbard
00046D,2015-09-25 04:06:36,Gibbs
004F62,2015-09-25 04:06:40,Gibbs
00154B,2015-09-25 04:06:43,Stoke
0070B9,2015-09-25 04:06:44,Paul Creative Arts
0004DB,2015-09-25 04:06:45,Mills
007B99,2015-09-25 04:06:50,Fairchild
00217E,2015-09-25 04:06:52,Gables Building C
00315E,2015-09-25 04:06:54,Eaton House
000407,2015-09-25 04:06:54,Christensen
0002AC,2015-09-25 04:06:56,Hitchcock
000D0B,2015-09-25 04:06:59,Babcock
004BCB,2015-09-25 04:07:00,Eaton House
000D57,2015-09-25 04:07:01,Hetzel
0001D2,2015-09-25 04:07:01,Randall
0004ED,2015-09-25 04:07:01,Babcock
002A75,2015-09-25 04:07:05,Christensen
008BAB,2015-09-25 04:07:09,Sawyer
0009BE,2015-09-25 04:07:10,Christensen
007B99,2015-09-25 04:07:10,Hetzel
00500C,2015-09-25 04:07:14,Gibbs
0009D9,2015-09-25 04:07:16,Richardson
001AE3,2015-09-25 04:07:17,Engelhardt
007B99,2015-09-25 04:07:19,Mills
0009D9,2015-09-25 04:07:21,Eaton House
00315E,2015-09-25 04:07:23,Williamson
0019AA,2015-09-25 04:07:24,Stoke
0007B2,2015-09-25 04:07:26,Babcock
0014E9,2015-09-25 04:07:28,Christensen
007B99,2015-09-25 04:07:31,Alexander
003DD3,2015-09-25 04:07:31,Scott
004F2D,2015-09-25 04:07:33,Christensen
001D35,2015-09-25 04:07:34,Engelhardt
002E83,2015-09-25 04:07:36,Williamson
001AE3,2015-09-25 04:07:40,Devine
002436,2015-09-25 04:07:42,Babcock
002E63,2015-09-25 04:07:43,Gibbs
000C6C,2015-09-25 04:07:56,Hetzel
0013F4,2015-09-25 04:07:56,Handler
00830A,2015-09-25 04:07:57,Lord
005BA1,2015-09-25 04:07:58,Mills
0064B0,2015-09-25 04:07:59,Christensen
000CD8,2015-09-25 04:08:00,Stoke
0002AC,2015-09-25 04:08:00,Babcock
00153B,2015-09-25 04:08:00,Hetzel
001238,2015-09-25 04:08:02,Hitchcock
001E2C,2015-09-25 04:08:02,Devine
000226,2015-09-25 04:08:07,Christensen
001F3B,2015-09-25 04:08:08,Stoke
00210E,2015-09-25 04:08:11,Handler
002944,2015-09-25 04:08:11,Engelhardt
00031F,2015-09-25 04:08:11,Handler
0013F4,2015-09-25 04:08:12,Peterson
00315E,2015-09-25 04:08:15,Haaland
003C7D,2015-09-25 04:08:15,Gables Building A
001AE3,2015-09-25 04:08:16,Gibbs
000FA4,2015-09-25 04:08:19,Devine
003DD3,2015-09-25 04:08:20,Congreve
0004E9,2015-09-25 04:08:23,Lord
000D77,2015-09-25 04:08:26,Hall House
0009A8,2015-09-25 04:08:27,Mills
0031DF,2015-09-25 04:08:28,Woodside
002D3B,2015-09-25 04:08:34,Taylor
0004C0,2015-09-25 04:08:38,Gables Building A
001EF3,2015-09-25 04:08:43,Devine
0001D2,2015-09-25 04:08:45,Devine
002944,2015-09-25 04:08:47,Mills
001B6C,2015-09-25 04:08:47,Engelhardt
000C4E,2015-09-25 04:08:49,Fairchild
002D3B,2015-09-25 04:08:50,New Hampshire
0011DF,2015-09-25 04:08:50,Mills
001B89,2015-09-25 04:08:54,Stoke
004B59,2015-09-25 04:09:01,Gibbs
00362D,2015-09-25 04:09:03,Kendall
000D77,2015-09-25 04:09:04,Marston House
003B55,2015-09-25 04:09:04,Lord
003974,2015-09-25 04:09:06,Adams Tower
0002AC,2015-09-25 04:09:07,Hubbard
00065E,2015-09-25 04:09:09,Christensen
0032D7,2015-09-25 04:09:09,Devine
004342,2015-09-25 04:09:14,Handler
001AFB,2015-09-25 04:09:15,Stoke
004D81,2015-09-25 04:09:15,Sawyer
0001FF,2015-09-25 04:09:18,Stoke
001B0F,2015-09-25 04:09:18,Sawyer
00035C,2015-09-25 04:09:20,Handler
004C81,2015-09-25 04:09:21,Hubbard
003C7D,2015-09-25 04:09:22,Gables Building C
000A09,2015-09-25 04:09:24,Huddleston
000367,2015-09-25 04:09:25,Adams Tower
0004ED,2015-09-25 04:09:26,Handler
0007A8,2015-09-25 04:09:26,Hubbard
000256,2015-09-25 04:09:27,Sawyer
004C22,2015-09-25 04:09:28,Randall
0062C5,2015-09-25 04:09:29,Williamson
0004AA,2015-09-25 04:09:34,New Hampshire
00091B,2015-09-25 04:09:35,Gables South
001D05,2015-09-25 04:09:39,Hall House
0064D2,2015-09-25 04:09:45,Fairchild
000BF5,2015-09-25 04:09:48,Randall
000112,2015-09-25 04:09:52,Scott
0002F3,2015-09-25 04:09:54,Stoke
000D77,2015-09-25 04:09:56,Hall House
001AE3,2015-09-25 04:09:56,Hitchcock
0058C7,2015-09-25 04:09:56,Randall
004044,2015-09-25 04:09:57,Fairchild
00500C,2015-09-25 04:09:58,Hubbard
